stg_voyage_id,title,start_date,end_date,owner,location,time_text,passengers_raw,additional_info,sources,additional_sources,notes
386,82\. 1974-06-09,1974-06-09,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Potomac River,18:47 – 20:13,"[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon), the [First Lady Pat Nixon](https://en.wikipedia.org/wiki/Pat_Nixon), [Julie Nixon](https://en.wikipedia.org/wiki/Julie_Nixon_Eisenhower), [Tricia Cox](https://en.wikipedia.org/wiki/Tricia_Nixon_Cox)",,"[1974-06-09 Nixon daily diary (p 26\)](https://www.nixonlibrary.gov/sites/default/files/virtuallibrary/documents/PDD/1974/125%20June%201-15%201974.pdf) ,",[1974.06.10\_NYTimes\_Sequoia\_dinner\_pg61.pdf](https://drive.google.com/file/d/1BILlnRoQBO9myE1lkBPJVvAeaHvMSn-y/view?usp=drive_link),
387,1974-06-13,1974-06-13,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard / Potomac,13:00 – 15:00,"Mrs. Earl Bell, Junior Girl Scout Troop \#364",part of summer cruise program,[1974-06-04 10 June cruise for girl scouts memo (box 32 subject files)](https://www.dropbox.com/s/c60zgipfdkiudjt/1974.06.04%2010%20June%20cruise%20for%20girls%20scouts.pdf?dl=0),,[https://archiveswest.orbiscascade.org/ark:/80444/xv97964](https://archiveswest.orbiscascade.org/ark:/80444/xv97964)
388,1974-06-15,1974-06-15,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,evening,"[Mike Balzano](https://www.nixonlibrary.gov/finding-aids/michael-p-balzano-white-house-central-files-staff-member-and-office-files) (wife Denise), Ray Bell and Jeanne Viner, Lewis and Elizabeth Dale, Mike and Frances Dunn, Curt Fee and Karen Baynard, Tom and Jackie Lattimer, Greg and Darlene Lebedev, Andre and [Mary Jean LeTendre](https://education.wm.edu/centers/hope/news/letendre/index.php), Dan and Sally Parker, Allen and Jane Parmenter, Sam and Trina Schulhof, Bob and Cathy Shaw, Larry and Ricki Silberman, Louis and Cricket Laun, David and Caroline Smyth, Mayo and Pricilla Thompson, John and Diana Vickerman, [Willy Von Raab](https://en.wikipedia.org/wiki/William_von_Raab) with Robin), David and Darlene Wimer",dinner was served,[1974-06-17 internal memo re Sequoia cruise 15 June attendees](https://www.dropbox.com/s/ovbhgde1ra0f4hl/1974.06.17%20internal%20memo%20re%20Sequoia%20cruise%2015%20June%20attendees.pdf?dl=0),[1974-06-17 15 June cruise guests (pgs. 1-2) (box 144\)](https://www.dropbox.com/s/uajo310nrwb2fo0/1974.06.17%2015%20June%20cruise%20guests%20%28pgs.%201-2%29.pdf?dl=0),
389,1974-06-26,1974-06-26,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,Evening,"[Gale McGee](https://en.wikipedia.org/wiki/Gale_W._McGee), [Lorraine McGee](https://www.legacy.com/obituaries/washingtonpost/obituary.aspx?n=loraine-baker-mcgee&pid=17188938&fhid=2167), Mr. [Tom Korologos](https://www.dlapiper.com/en/us/people/k/korologos-tom-c/)",,[1974-06-26 senator mcGee thank you memo (box 32 subject files)](https://www.dropbox.com/s/2zx6uw9zydqwwe1/1974.06.26%20senator%20McGee%20thank%20you.pdf?dl=0),,
390,83\. 1974-06-19,1974-06-19,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,17:56 – 19:26,"[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon), the [First Lady Pat Nixon](https://en.wikipedia.org/wiki/Pat_Nixon), Mr. and Mrs. [Edward F. Cox](https://en.wikipedia.org/wiki/Edward_F._Cox) ([Tricia Nixon](https://en.wikipedia.org/wiki/Tricia_Nixon_Cox)), Mr. and Mrs. [David Eisenhower](https://en.wikipedia.org/wiki/David_Eisenhower) ([Julie Nixon](https://en.wikipedia.org/wiki/Julie_Nixon_Eisenhower)), [Rose Mary Woods](https://en.wikipedia.org/wiki/Rose_Mary_Woods) (executive assistant)",dinner was served,[1974-06-19 Nixon daily diary (p 28\)](https://www.nixonlibrary.gov/sites/default/files/virtuallibrary/documents/PDD/1974/126%20June%2016-30%201974.pdf),*[1974.06.21\_Washington\_Post\_white\_house\_scores\_new\_leaks\_again\_pgA1.pdf](https://drive.google.com/file/d/1p0v3N3-R4v6u_D5C3bGbIcSY_Z6R28Ht/view?usp=drive_link)*,
391,1974-06-25,1974-06-25,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Potomac River,13:00 – 15:00,"Drama class students of the Marlton school for the deaf, Miss [Carol Billone](https://www.legacy.com/obituaries/latimes/obituary.aspx?n=carol-j-billone&pid=187180707&fhid=4504)",part of summer cruise program,[1974-06-10 25 June summer cruise invitation (memo box 32 subject files)](https://www.dropbox.com/s/xbk7trr3whn8w7l/1974.06.10%2025%20June%20summer%20cruise.pdf?dl=0),[thank you note](https://www.dropbox.com/s/rmowp2tk1dv3dme/1974.06.29%20drama%20thank%20you%28merged-Smallpdf%29.pdf?dl=0),
392,1974-06-27,1974-06-27,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",,,Ken Cole,Ken Cole’s party aboard Sequoia,in sequoia mentions WHPO finding aid.,,
393,1974-06-29,1974-06-29,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Potomac River,evening,"Mrs. Rosemary Sullivan, Eugene Sullivan (WH legal staff), other WH legal staff members. James D. St. Claire (maybe)",Cruise for WH legal staff.,[1974.06.02\_St\_Louis\_Post\_Dispatch\_.jpg](https://drive.google.com/file/d/1XBc4re3P5UIIHKewTVCMRKAkHghyAGtD/view?usp=drive_link),,
394,1974-06-30,1974-06-30,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,Evening,"William E. Barry, Margaret Barry, other White House Fellows and their spouses, Joan K. Benziger",thank you in Box 32,[1974-07-01 white house fellows cruise (memo box 32 subject files)](https://www.dropbox.com/s/n42grolp3vbfhbm/1974.07.01%20White%20House%20fellows%20cruise.pdf?dl=0),[William E. Barry thank you note](https://www.dropbox.com/s/y7bk1pzlw8u6x4y/1974.07.02%20White%20House%20fellows%20thank%20you.pdf?dl=0),[Benziger husband](https://www.washingtonpost.com/archive/local/1991/05/21/p-benziger-executive-for-pepco-dies/83c9334e-985c-4ce8-98d6-9ac682605f52/)
395,1974-07-03,1974-07-03,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Potomac River,13:00 – 15:00,"Leisure club of the church of the annunciation, Mrs. Hillyard",part of summer cruise program,[1974-06-07 3 July summer cruise](https://www.dropbox.com/s/fh80ucl4c71c2so/1974.06.07%203%20July%20summer%20cruise.pdf?dl=0),,
396,84\. 1974-07-08,1974-07-08,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,18:10 – 19:42,[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon),,"[1974-07-08 Nixon daily diary](https://www.nixonlibrary.gov/sites/default/files/virtuallibrary/documents/PDD/1974/127%20July%201974.pdf),",[1974.07.09\_NY\_Times\_Nixon\_and\_Ford\_discuss\_summit\_and\_the\_economy\_pg19.pdf](https://drive.google.com/file/d/1z0B9Fif9lDkLoRAhbpiHlteKbeNmTBje/view?usp=drive_link)Notes:,
397,85\. 1974-07-10,1974-07-10,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,18:29 – 20:39,"[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon), Congressmen [John N. Erlenborn](https://en.wikipedia.org/wiki/John_N._Erlenborn) (R-IL), [Wendell Wyatt](https://en.wikipedia.org/wiki/Wendell_Wyatt) (R-OR), [LaMar Baker](https://en.wikipedia.org/wiki/LaMar_Baker) (R-TN), [E.G. Shuster](https://en.wikipedia.org/wiki/Bud_Shuster) (R-PA), [William G. Bray](https://en.wikipedia.org/wiki/William_G._Bray) (R-IN), [Samuel S. Stratton](https://en.wikipedia.org/wiki/Samuel_S._Stratton) (D-NY), [David E. Satterfield III](https://en.wikipedia.org/wiki/David_E._Satterfield_III) (D-VA), [O.C. Fisher](https://en.wikipedia.org/wiki/O._C._Fisher) (D-TX), [Tom S. Gettys](https://en.wikipedia.org/wiki/Thomas_S._Gettys) (D-SC), [Robert G. Stephens, Jr.](https://en.wikipedia.org/wiki/Robert_Grier_Stephens_Jr.) (D-GA), and [William E. Timmons](https://en.wikipedia.org/wiki/William_Timmons_\(lobbyist\)) (assistant) and [Dean Burch](https://en.wikipedia.org/wiki/Dean_Burch) (Counselor)",dinner was served,[1974-07-10 Nixon daily diary](https://www.nixonlibrary.gov/sites/default/files/virtuallibrary/documents/PDD/1974/127%20July%201974.pdf),,
398,86\. 1974-07-11,1974-07-11,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,18:34 – 20:12,[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon),,[1974-07-11 Nixon daily diary](https://www.nixonlibrary.gov/sites/default/files/virtuallibrary/documents/PDD/1974/127%20July%201974.pdf),,
399,1974-07-18,1974-07-18,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",,,"White House Aide [Anne Armstrong](https://en.wikipedia.org/wiki/Anne_Armstrong), Mrs. John Rhodes (Betty Harvey), Mrs. Robert Michel (Corinne Woodruff), Mrs. Hugh Scott (Marian Huntington Chase), Mrs. Bill Brock (Laura Handly), other congressional wives.",Anna Armstrong claims that there was nothing out of the norm in her taking a number of congressional wives on this cruise; others considered it a bit of an impropriety.,[1974.07.19\_LA\_Times\_GOP\_Wives\_on\_presidential\_yacht\_cruise\_pg2.pdf](https://drive.google.com/file/d/1QWu3fC1BnBt24-2C-tfkA9xf5tKHlsNm/view?usp=drive_link),,Location Washington Navy Yard
400,1974-07-23,1974-07-23,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard/ Potomac,19:00 – 21:00,"3 white house aides, six Southern democrat congressmen and their wives",lobster and pecan pie,[1974.07.24\_LA\_Times\_Pro\_Nixon\_forces\_mix\_soft\_hard\_sell\_to\_bolster\_defense\_pgA1.pdf](https://drive.google.com/file/d/1gVpneHdE026o_VlxI2Fkz70FX-4VpYVC/view?usp=drive_link) [1974.07.25\_NY\_Times\_Nixons\_support\_appears\_to\_wane.pdf](https://drive.google.com/file/d/1XzjO05ECYu0sf_MKEOX6zI2qOutpEV1w/view?usp=drive_link),,
401,1974-07-24,1974-07-24,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Potomac River,13:00 – 15:00,"Big Brothers, Mr. J. R. Black",part of summer cruise program,[1974-06-27 24 July summer cruise invitation (memo box 32 subject files)](https://www.dropbox.com/s/hk99euujoqdsq9h/1974.06.28%2024%20July%20summer%20cruise.pdf?dl=0),,
402,1974-07-27,1974-07-27,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,evening,"Mr. and Mrs. [John J. Rhodes](https://en.wikipedia.org/wiki/John_Jacob_Rhodes) ([Betty Harvey](https://www.findagrave.com/memorial/107381538/betty-rhodes)), [Max L. Friedersdorf](https://www.legacy.com/obituaries/indystar/obituary.aspx?n=max-l-friedersdorf&pid=196283530), republican counsels of the house committees and their wives",staff trip,[1974-07-29 house cruise thank you memo (box 32 subject files)](https://www.dropbox.com/s/hh0s3zhm7eqaeih/1974.07.29%20House%20cruise%20thank%20you.pdf?dl=0),,
403,87\. 1974-07-29,1974-07-29,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Potomac River,Evening?,"[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon), the [First Lady Pat Nixon](https://en.wikipedia.org/wiki/Pat_Nixon), [Julie Eisenhower](https://en.wikipedia.org/wiki/Julie_Nixon_Eisenhower)","no note in Presidential Daily Diary,",[1974.07.30\_Washington\_Post\_sequoia\_dinner\_pgA11.pdf](https://drive.google.com/file/d/1GsQG9uif0VJMNypzFImxgbvQUMKvwMg0/view?usp=drive_link),,
404,88\. 1974-08-01,1974-08-01,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,evening,"[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon), [C.G. Rebozo](https://en.wikipedia.org/wiki/Bebe_Rebozo)",,[1974-08-03 NYT \- *REBOZO WITH NIXON ON YACHT \- Page 2;*](https://nyti.ms/3CaOCbK),[1974.08.03\_LA Times\_Nixon\_Underdog.pdf](https://drive.google.com/file/d/1DiTBERrBr4PSbpUjSKr-W3brVc8i3vBq/view?usp=drive_link),
405,1974-08-05,1974-08-05,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Washington Navy Yard,13:00 \- 15:00,"[Wolf Trap Company](https://en.wikipedia.org/wiki/Wolf_Trap_National_Park_for_the_Performing_Arts), [Mrs. Catherine Filene Shouse](https://en.wikipedia.org/wiki/Catherine_Filene_Shouse)",presidential summer cruise program,[Letter to Mrs. Jouett Shouse from Robert J Genader](https://www.dropbox.com/s/2y8zj26o6ri7cw7/1974.07.30%20wolf%20trap%20summer%20cruise.pdf?dl=0),,(RMN) (MV)
406,89\. 1974-08-05,1974-08-05,,"Richard Nixon (January 20, 1969 to August 8, 1974\)",Mount Vernon,17:30 \-,"[Nixon](https://en.wikipedia.org/wiki/Richard_Nixon), the [First Lady Pat Nixon](https://en.wikipedia.org/wiki/Pat_Nixon), [Tricia Nixon](https://en.wikipedia.org/wiki/Tricia_Nixon_Cox), Mr. and Mrs. [David Eisenhower](https://en.wikipedia.org/wiki/David_Eisenhower) ([Julie Nixon](https://en.wikipedia.org/wiki/Julie_Nixon_Eisenhower)), [Rose Mary Woods](https://en.wikipedia.org/wiki/Rose_Mary_Woods) (Nixon’s personal secretary).","Dinner Cruise. The Smoking Gun WH tape had been released earlier in the day. Time Magazine writes that as the Nixon family boarded the Sequoia, it “was reminiscent of the Czar’s family going into exile.” According to the NYT article, Julie Eisenhower reported that at the time of the cruise, Nixon had not yet indicated to his family that he would resign.","[Time magazine article](http://content.time.com/time/subscriber/article/0,33009,942979,00.html)","*[1974.08.03\_NY\_Times\_Rebozo\_with\_Nixon\_on\_pg2 yacht.pdf](https://drive.google.com/file/d/1nyPjdPuPcOR070PaTjPs3IPr2dk7VXEC/view?usp=drive_link), [1974.08.06\_Atlanta\_Constitution\_Nixons\_go\_for\_cruise\_on\_yacht.pdf](https://drive.google.com/file/d/16Byr3QuzTHH9_N6v3QMsFslZ2F7dxe-P/view?usp=drive_link), [1974.08.06\_Evening\_Press\_Aboard\_the\_Sequoia\_pg8A.pdf](https://drive.google.com/file/d/1Uc0pcGG1E-21-k9T67hN1YCSX2J2k_SY/view?usp=drive_link)* https://www.fordlibrarymuseum.gov/library/document/0014/1076003.pdf",
407,1\. 1975-05-07,1975-05-07,,"President Ford (August 8, 1974 to January 20, 1977\)",Washington Navy Yard; Potomac River,18:28 – 22:10,"[President Ford](https://en.wikipedia.org/wiki/Gerald_Ford), [L. William Seidman](https://en.wikipedia.org/wiki/L._William_Seidman), [Brent Scowcroft](https://en.wikipedia.org/wiki/Brent_Scowcroft), [Frank G. Zarb](https://en.wikipedia.org/wiki/Frank_Zarb), [Alan Greenspan](https://en.wikipedia.org/wiki/Alan_Greenspan), [James R. Schlesinger](https://en.wikipedia.org/wiki/James_R._Schlesinger), [Edward H. Levi](https://en.wikipedia.org/wiki/Edward_H._Levi), [Earl L. Butz](https://en.wikipedia.org/wiki/Earl_Butz), [John T. Dunlop](https://en.wikipedia.org/wiki/John_Thomas_Dunlop), [Carla A. Hills](https://en.wikipedia.org/wiki/Carla_Anderson_Hills), [William T. Coleman](https://en.wikipedia.org/wiki/William_Thaddeus_Coleman_Jr.), [Stephen S. Gardner](https://en.wikipedia.org/wiki/Stephen_Gardner), [John K. Tabor](https://www.washingtonpost.com/archive/local/1999/09/08/lawyer-john-k-tabor-dies-at-age-78/277a7ea4-57dd-46f2-a0dc-346d84cea04b/), [D. Kent Frizzell](https://en.wikipedia.org/wiki/Kent_Frizzell), [Stephen Kurzman](https://www.chesapeakelegal.org/team/stephen-kurzman/), [Philip W. Buchen](https://en.wikipedia.org/wiki/Philip_W._Buchen), [Frederick B. Dent](https://en.wikipedia.org/wiki/Frederick_B._Dent), [Robert T. Hartmann](https://en.wikipedia.org/wiki/Robert_T._Hartmann), [James T. Lynn](https://en.wikipedia.org/wiki/James_Thomas_Lynn), [John O. Marsh](https://en.wikipedia.org/wiki/John_Otho_Marsh_Jr.), [Donald H. Rumsfeld](https://en.wikipedia.org/wiki/Donald_Rumsfeld), [John A. Scali](https://en.wikipedia.org/wiki/John_A._Scali), [William J. Baroody](https://en.wikipedia.org/wiki/William_J._Baroody_Jr.), [James M. Cannon III](https://www.washingtonpost.com/local/obituaries/james-m-cannon-iii-former-newsweek-editor-and-ford-adviser-dies-at-93/2011/09/17/gIQAWsAgaK_story.html), [Richard B. Cheney](https://en.wikipedia.org/wiki/Dick_Cheney), [James E. Connor](https://www.fordlibrarymuseum.gov/library/guides/findingaid/connorjfiles.asp), [Max L. Friedersdorf](https://www.legacy.com/obituaries/indystar/obituary.aspx?n=max-l-friedersdorf&pid=196283530), [Ronald H. Nessen](https://www.c-span.org/person/?ronnessen), [Roderick M. Hills](https://en.wikipedia.org/wiki/Roderick_M._Hills), [William I. Greener](https://www.washingtonpost.com/local/obituaries/william-i-greener-jr-public-affairs-officer/2013/01/22/395d63f8-64ba-11e2-b84d-21c7b65985ee_story.html), [Mary Louise Smith](https://en.wikipedia.org/wiki/Mary_Louise_Smith_\(politician\)), [Russell E. Train](https://en.wikipedia.org/wiki/Russell_E._Train)","pg. 62 of the Giles book, cabinet meeting, dinner was served","Non-participants: Rear Admiral [William Lukash](https://www.washingtonpost.com/archive/local/1998/02/07/william-lukash-dies-at-66/0aa71fb2-d95c-4612-91a4-d88eccf9b9ac/), [Susan Ford](https://en.wikipedia.org/wiki/Susan_Ford), [David H. Kennerly](https://en.wikipedia.org/wiki/David_Hume_Kennerly), [Terrence O’Donnell](https://www.wc.com/Attorneys/Terrence-O-Donnell) [1975-05-07 Ford Daily Diary](https://www.fordlibrarymuseum.gov/library/document/0036/pdd750507.pdf); [Time magazine article](http://content.time.com/time/subscriber/article/0,33009,945401,00.html)","[1975.05.07\_Ford\_A4417\_NLGRF\_photo\_contact\_sheet\_(Gerald\_Ford\_Library).jpg](https://drive.google.com/file/d/1kjVoGLI-peJONa_iLZT_M1GehT9NzjTU/view?usp=drive_link), [1975.05.07\_Dinner\_and\_Cabinet\_Meeting\_F\_](https://drive.google.com/drive/folders/1YOAhWfi5ia6EY-U4At0AMcm3x2B4yqh7?usp=drive_link) [1975.05.07\_Cabinet Meeting\_F\_](https://drive.google.com/drive/folders/1d7klkGXqGdbl87EDeYeGa0hHzpD9T4p3?usp=drive_link)",
408,1975-05-19,1975-05-19,,"President Ford (August 8, 1974 to January 20, 1977\)",Washington Navy Yard,,"[Max Friedersdorf](https://www.legacy.com/obituaries/indystar/obituary.aspx?n=max-l-friedersdorf&pid=196283530), Harry Hogan, John Foltz, Dennis Neal, Jim Sparling, John Maury, Robert Ryan, Paul Cyr, [Ken Duberstein](https://en.wikipedia.org/wiki/Kenneth_Duberstein), Steve Kurzman, Sol Mosher, John Kyl, Mike Uhlmann, Jim Hogue, Gerald Griffin, Leighton Sattler, Hal Griffin, Robert McCloskey, Ray Warner, Fred Webber, Ed Hidalgo, Ed Arnold, Holly Cantus, Duke Zeller, Carlton Kammerer, Margaret Gaynor",dinner and cocktails were served,[James E. Connor Files \- Sequoia reservations](https://www.dropbox.com/scl/fi/r3mvbx3xjk0xadd85020n/James-E.-Connor-Files-Sequoia-Reservations-Presidential-Yacht-copy.pdf?rlkey=drnstzroh65q9e8jfypq1w0r4&dl=0) (pgs. 10-11),[1975.05.07\_Ford.JPG](https://drive.google.com/file/d/1EKvnAgrVG03VISYAFgprvB_PUxg2Kuxe/view?usp=drive_link)[1975.05.07\_Ford\_and\_Donald\_Rumsfeld.JPG](https://drive.google.com/file/d/1qgKAHltuUehcoJWFJd8Uti-un_jRz4Ls/view?usp=drive_link),
409,1975-05-31,1975-05-31,,"President Ford (August 8, 1974 to January 20, 1977\)",Navy Yard \- Mount Vernon \- Navy Yard,19:15 \- 20:30,"[Susan Ford](https://en.wikipedia.org/wiki/Susan_Ford), William W. Pifer (Susan’s date), 4 other friends.","Dinner cruise before Holton Arms senior prom, which was held at the White House. Susan Ford had planned to attend the event (and the cruise) with her longtime boyfriend, Gardner Britt, but they had broken up prior to the festivities.","[collection of press clippings](https://www.dropbox.com/s/avab2ai14v9mqf5/Susan%20Ford%20dines%20on%20Sequoia%20before%20prom%20at%20White%20House%20copy.pdf?dl=0), [1975.05.26\_Susan\_Fords\_Senior\_Prom\_F\_](https://drive.google.com/drive/folders/1X91X2j78f6FLp5E_wO1bIkSz59bsEZJ4?usp=drive_link)",[https://www.vanityfair.com/culture/2015/05/susan-ford-1975-white-house-prom](https://www.vanityfair.com/culture/2015/05/susan-ford-1975-white-house-prom),
410,1975-06-02,1975-06-02,,"President Ford (August 8, 1974 to January 20, 1977\)",Washington Navy Yard,19:00 – 22:00,"[Phil Buchen](https://en.wikipedia.org/wiki/Philip_W._Buchen), General Counsels Stan Harsch, [Jack Stempler](https://www.washingtonpost.com/archive/lifestyle/magazine/1983/10/09/anytime-jack-old-buddy/77bab1f3-24be-445e-bf13-3e28f33b8618/), [Charles Ablard](https://en.wikipedia.org/wiki/Charles_D._Ablard), Carl E. Bakke, [Martin R. Hoffman](https://en.wikipedia.org/wiki/Martin_Richard_Hoffmann), [Robert E. Montgomery, Jr.](https://www.paulweiss.com/professionals/partners-and-counsel/robert-e-montgomery), Harold S. Trimmer, [John B. Rhinelander](https://www.armscontrol.org/act/2014-04/memoriam-john-b-rhinelander-1933-2014), [Robert R. Elliott](https://trailblazersimpact.com/2020/06/robert-elliott/), Edward Hidalgo, [Kent Frizzell](https://en.wikipedia.org/wiki/Kent_Frizzell), [Ralph E. Becker](https://en.wikipedia.org/wiki/Ralph_Elihu_Becker), [Edward Levi](https://en.wikipedia.org/wiki/Edward_H._Levi), [Harold Tyler](https://en.wikipedia.org/wiki/Harold_R._Tyler_Jr.), [Robert H. Bork](https://en.wikipedia.org/wiki/Robert_Bork), [Rex Lee](https://en.wikipedia.org/wiki/Rex_E._Lee), [Wallace H. Johnson](https://www.justice.gov/enrd/wallace-h-johnson), [Antonin Scalia](https://en.wikipedia.org/wiki/Antonin_Scalia), [Michael Uhlmann](https://en.wikipedia.org/wiki/Michael_Uhlmann), Doug Marvin, [William J. Kilberg](http://www.americanbarfoundation.org/fellows/news/505), [R. Tenney Johnson](https://www.presidency.ucsb.edu/documents/nomination-r-tenney-johnson-be-general-counsel-the-department-energy), E. Grey Lewis, [Cal Collier](https://www.legacy.com/obituaries/washingtonpost/obituary.aspx?n=calvin-collier&pid=196920416&fhid=19600), [Peter T. Straub](https://www.legacy.com/obituaries/washingtonpost/obituary.aspx?n=peter-straub&pid=186298550), H. Gregory Austin, Peter G. Powers, [Monroe Leigh](https://en.wikipedia.org/wiki/Monroe_Leigh), Eugene Eyster, Richard C. Albrecht, [David H. Martin](https://www.washingtonpost.com/local/obituaries/david-h-martin-former-director-of-the-office-of-government-ethics-dies-at-74/2014/04/10/558586fe-bffa-11e3-bcec-b71ee10e9bc3_story.html), John J. Corcoran, [Richard Parsons](https://obamawhitehouse.archives.gov/administration/advisory-boards/jobs-council/members/parsons), [Peter Wallison](https://en.wikipedia.org/wiki/Peter_J._Wallison), [John Warner](https://en.wikipedia.org/wiki/John_Warner)","cocktails and a buffet dinner, thank you note in archives",,,[https://www.fordlibrarymuseum.gov/library/document/0075/1520704.pdf](https://www.fordlibrarymuseum.gov/library/document/0075/1520704.pdf)
